key,value
qz,0.010874457963118278
kz,0.011221198344239812
jz,0.012289394501553298
jv,0.01230335426929725
qy,0.01240949149995855
fq,0.013158152526453299
ju,0.013200101177761383
jy,0.013393360396583278
pz,0.013457847172664262
fj,0.013568173027129512
rz,0.013670898332440576
vz,0.01383535729520652
xz,0.013883013293187864
gj,0.013888408573518115
qv,0.013977312807237675
jp,0.01406919207342726
pq,0.014154878556410011
qw,0.014198692670968528
wx,0.014227180860681475
qx,0.014288921452943975
uw,0.014353116967104814
fz,0.014535904626416843
tz,0.014571140383946413
jw,0.014594316511020578
oq,0.014597028020800948
lq,0.01475070335771401
nq,0.014808179043288716
jx,0.014815210938217862
jn,0.015137207925742562
wy,0.01515464203210535
uy,0.015286063571358035
dz,0.015332145368009089
jl,0.015335564228166947
gq,0.01559286639538199
kq,0.015797554177165656
jm,0.01589842788884153
jr,0.01594661093220218
hj,0.016185521989602537
hy,0.01620588258478199
mq,0.016210736950117696
jq,0.016260064236736045
kx,0.016340695244962046
cz,0.016530355298627904
vw,0.01654001548564595
gk,0.01684358668931785
hq,0.01691777526126261
jt,0.017203725118765917
hv,0.017405264497888998
kv,0.01753636010118343
gx,0.017606020243750745
lz,0.01763978582206436
qt,0.01784697706939972
gh,0.01784705335228357
wz,0.017884820314595325
vy,0.01791102695260049
jk,0.018042510905121774
bz,0.018218606475078156
fv,0.018478030693425667
hz,0.018813009640819556
ky,0.01910154618156603
sz,0.01973708662612369
gw,0.019915928379898553
nz,0.02001563704389386
mz,0.020324381614052096
mw,0.020386579903617676
fk,0.0204595202101904
cq,0.021106024585599122
qr,0.021375074316926566
km,0.021555497206839344
bx,0.0218257258554626
bv,0.022054075200853996
qs,0.02208603772918578
xy,0.022381578425630908
uz,0.022858346449673016
cj,0.02317598837801083
fw,0.023314587443152728
vx,0.02382766611990588
cw,0.02413647310333272
kw,0.024954274161823102
bq,0.025277089456647247
fh,0.025773288811647407
rx,0.02578577146536778
nx,0.026249890400306577
gz,0.026289599108752615
dk,0.0264121787682867
dq,0.026537518481254515
dj,0.0270502365480113
bw,0.027716193058800936
ej,0.027860443992155117
gy,0.028006934868371344
sx,0.02908085917678096
yz,0.029161337619239263
ij,0.029790796237512053
tw,0.030038708675206326
uv,0.030292342329189103
pw,0.030688014712894507
ku,0.031487341443878734
ho,0.03158248700445849
hx,0.031626009857096855
kp,0.0317368280829033
cx,0.03201512191279145
fy,0.03256469848206145
ox,0.03262625876932577
lx,0.03269304096672978
nw,0.03283890771025998
dw,0.03299752756500784
bk,0.033032583017539224
iq,0.03341548148560411
iu,0.03414254752116261
rv,0.03465556378464716
hr,0.035500278831520196
gv,0.0355562704682637
hn,0.03575192219571534
fm,0.03654823922019143
kr,0.03743500000567926
lw,0.03778232291064108
gp,0.038803653638042175
ou,0.038814770134660934
hk,0.03905590033050047
gm,0.04039019199109424
hl,0.040574720287119496
cv,0.0427468615350401
dh,0.042852783786665107
bh,0.0428851207946085
fp,0.04298923999625168
oz,0.0431433383564297
bp,0.04416637504650592
ln,0.04430711696720315
ck,0.04464466179341734
hm,0.045263697395833614
kt,0.04602616562430462
pv,0.0461168382339679
fn,0.04658284343658
tv,0.046726601998592986
